nsites,volume,space_group,elastic_anisotropy,K_VRH
2,29.4012244695,221,1.83648263127,128.365789846
8,67.991523695,225,0.158681043548,69.88112627
6,86.1074671525,191,0.13391835664,104.762263636
8,92.5702840925,194,0.133806714032,260.424715726
30,262.216321069,167,0.155,232.321
12,169.526860492,194,0.595866882046,192.321949544
3,25.719456339,191,0.140201065162,253.291634054
2,34.6417992022,221,0.0704834870799,229.230930365
16,259.015382774,194,0.0965326116062,178.51656751
6,117.384986746,139,0.995840727887,136.801693799
2,36.9426089564,221,1.29857358562,184.791822961
16,262.939691581,194,0.078649093988,232.92282956
2,34.8590546279,221,0.332668499879,191.943100431
6,137.868608025,139,1.34431689621,40.6277336583
16,357.460984488,193,0.172822210412,42.9959925295
3,70.1181012914,123,1.79432571268,83.4766763659
2,44.0406545827,221,2.21942553684,75.8333814374
8,117.854079791,194,0.0909418203879,336.958408077
16,236.973583799,225,14.6597183198,36.9573682409
16,275.699304883,225,9.53057118841,37.5784946942
12,312.873087501,194,0.137157046983,42.8443838201
4,55.8130991342,221,6.88025993851,87.4711856013
16,220.943341609,225,3.86453783862,134.960007867
6,97.373436853,71,0.693425276646,244.360582359
4,59.8462228565,221,0.555683159759,270.555960559
4,57.5866879224,221,0.480347896353,230.485031535
16,238.959838826,225,0.0100597290161,230.519133991
6,87.3231776263,71,1.22921771185,190.135945762
12,247.343274735,62,0.393127564956,90.7379996567
12,209.674964274,194,0.183911320221,225.991663657
8,240.093772981,216,0.344295523666,44.6537938328
36,516.882549343,46,0.153616048356,202.248801497
6,103.453729958,191,0.196531740151,177.619679683
2,37.7859403477,221,1.93840631603,75.1904306288
26,401.779317303,139,0.102492249481,80.8823722006
4,105.777142137,221,3.54933958403,61.9185747501
2,32.5035573481,221,0.313617877347,254.641370338
2,30.0443193492,221,0.457202663428,206.535266856
4,56.234756062,221,0.665077571523,112.623621449
24,666.905787739,227,0.0754279021888,15.9849770871
2,34.7246472976,221,0.17302961123,81.1563903444
12,276.601106261,12,0.410809369069,101.896942956
8,294.161192539,227,0.335631215444,38.4897580983
2,30.5808805353,221,0.324963799846,114.636512973
2,46.6056117858,221,3.81081708606,48.418736208
16,210.088756614,221,4.92069654734,177.325737886
4,60.8690453163,221,0.33831649006,217.203794623
2,28.0483659818,187,1.96623587182,114.707017588
12,191.469044014,65,0.146808120256,108.174701065
6,111.312003947,191,0.0687410110379,113.435880798
4,55.6033876802,221,0.329322469178,250.717680647
12,257.703674517,216,0.179927138392,122.433850961
3,66.9415146223,123,1.16151620569,87.7434209598
8,189.100970299,216,0.727084319669,58.261604019
2,35.3017365101,123,0.577775143698,136.797101368
16,365.342524459,63,0.879203052238,76.9152590507
16,381.833377173,63,1.03355185777,60.0073708142
16,365.938684903,63,1.12305729937,66.0718418632
6,120.294736771,194,2.79814765035,61.0796469027
4,55.977504187,221,0.279616471035,307.183535226
4,52.0293703528,221,1.51679151439,159.312639978
9,133.220466922,181,0.0528862086355,174.577734134
4,61.7409137768,221,0.317292993194,237.057095434
6,88.6330504242,71,0.719687284089,246.364334591
2,44.6371147243,221,3.60989296935,67.0415808284
10,183.826593039,139,0.358092210453,70.0251837377
14,209.931975547,4,2.915,44.713
2,127.431560672,229,3.05147014987,8.85682289679
24,229.445420896,216,0.0244318500299,137.578070668
9,107.074577307,180,0.0224810238379,195.535564151
8,146.183552897,62,2.423,23.943
8,126.714360493,223,1.71566106079,266.029101501
2,30.2720733321,123,0.179890223747,228.357481168
16,500.19024706,193,0.41205068875,36.4825683416
2,27.571155028,123,0.923117387928,233.046986865
8,104.559625538,59,0.592973454826,139.580066642
4,56.654690069,123,0.547193204066,195.978281952
4,45.4872996918,221,1.49571346586,179.505900917
12,267.710851454,216,0.540339829909,55.447120847
10,174.90588553,87,1.06845061699,128.546023663
6,85.0058342552,194,0.126964885429,147.636454548
16,306.336981872,225,3.79008356392,36.7389437404
4,55.2152992804,221,0.382530349968,229.774545324
4,61.5812080158,221,1.26469164112,242.65533563
4,59.6160432609,51,0.17471119527,266.300254527
4,62.8718776411,225,0.600110782356,243.72306728
32,489.619919174,225,0.219149771128,244.765196137
12,367.656745317,62,0.278284749986,24.8023720487
10,175.125964641,87,1.78297849136,143.784306029
4,74.8608696812,221,7.65055439864,115.397199993
19,167.060822575,166,0.0124941711033,127.135943089
8,76.9606644533,225,0.231529469505,151.49743407
12,208.081124943,194,0.0386441008474,120.275181013
12,159.370782737,194,0.10656502118,232.69634037
26,221.674219129,139,2.29906413438,124.118870492
2,33.5266058193,221,8.74315315053,115.999704502
2,33.5260774017,221,5.61620014227,116.306292468
12,158.394958399,194,0.0834180999433,242.600071514
6,104.037773713,139,2.65237350323,65.4988636148
9,197.850858726,189,0.447252782978,70.1809317852
13,227.154538246,191,0.219237965263,112.526406143
14,335.521748849,148,0.124225915687,52.2748867777
2,73.8011213162,229,5.56370569757,7.51221499416
16,256.92118908,11,0.266024610141,249.902917972
8,99.4257771975,223,0.0616988153484,264.372076146
8,207.850474289,63,0.588202699599,46.8277446195
12,189.931290245,62,1.37448528599,114.960905125
16,251.658013493,139,2.79106194622,130.031993085
8,119.182702428,223,0.212919021875,251.633350862
8,118.089247354,59,0.743801770677,112.010917136
6,88.5872717836,139,0.4772308998,136.788246233
12,232.459937706,141,1.39935606964,84.8371882292
12,245.159288185,140,0.338668681399,113.219898711
16,201.155574357,225,7.12950444956,130.547092815
2,27.643864274,221,0.279655200746,283.784605384
3,49.0338316695,123,0.526451319086,90.124245904
8,100.269129273,59,0.607290804787,133.027502384
2,27.8904156552,123,0.620609685894,274.303719251
8,72.03986574,225,0.0662633808988,306.758645206
6,66.9571448653,58,1.629,203.591
2,31.8478952914,229,0.184642880292,262.389752861
24,371.928882763,227,0.228526953195,114.943455015
9,181.580358047,189,4.01275460631,92.5749778948
6,95.0733425766,139,0.849687821191,203.296021651
8,112.035535053,194,0.0218671088052,136.910119293
2,22.8545562995,229,0.60960232047,182.459240802
12,319.539731022,63,0.671125906025,58.1225569115
16,178.09745264,216,1.93037209184,211.256905241
9,214.173467669,189,0.318030777575,57.4400111537
2,47.0548349073,194,0.280990739681,94.1291217275
8,117.243078882,194,0.554086971189,106.418485103
152,2398.90616431,62,0.288624306981,36.0887724495
6,97.3052627366,139,0.737576106715,142.093083432
32,757.457445684,204,0.190349184774,82.9344480643
9,194.398364461,189,1.3754722256,59.5735038096
24,381.140547428,216,0.214662746113,92.0463039661
2,84.7945755481,194,0.364763695583,17.4924694648
6,131.342460401,186,0.156112471314,75.8205294514
6,116.736285515,186,0.110621958173,84.1782363798
12,230.730190613,140,1.10745757631,72.7265955971
16,486.28985798,61,0.206712939137,38.9969365897
3,74.6542994377,191,0.309164390767,55.7033902913
32,463.821772582,140,0.0848220780777,241.252888302
3,69.4505479025,166,2.40792123633,61.5648372931
2,23.9984461956,221,0.200423188214,196.130111886
16,243.78359159,12,0.393636772323,205.090150512
12,243.768136058,194,0.0516881534165,47.753661746
4,60.7874079016,221,0.240984381141,313.421049515
4,65.8586518468,225,0.651582249453,83.2770204697
8,176.842165894,225,0.00773591849673,68.3565084635
24,515.757325187,141,0.741884595882,36.3650636092
28,420.836224421,12,0.400473463456,88.0678424392
24,555.459390269,63,0.723423860201,101.011187988
6,76.4350774091,139,0.599347334699,166.355184797
16,215.629530985,63,1.37566518876,161.751650492
42,310.289644607,166,0.196,226.906
12,191.00327128,62,0.196540339399,189.66670987
2,40.58343136,229,12.1770176374,14.0128769707
12,205.203615324,194,0.0069547014553,81.4061290988
12,282.991842001,205,1.13507091595,84.4596244457
16,259.15901296,63,0.821129482131,173.344080893
20,346.716585111,12,0.183230564591,122.170542489
2,32.4369238546,123,0.822337494985,258.701875616
12,257.714106871,225,0.000590242958862,52.8552188751
12,258.293616558,96,0.371792505033,52.9577744137
32,758.449525233,64,0.640893493263,64.1378893847
16,224.422159662,139,1.5161903333,137.969164307
8,111.284273136,223,17.3927094472,159.329994897
2,110.652986871,194,0.355286671669,11.4723510973
20,528.115228841,68,3.35773731369,51.2062079603
2,27.3112290894,221,0.435178875919,252.416430032
8,141.134823834,11,3.56218745371,104.07011952
2,37.9052228877,139,2.16717947671,49.3663366187
24,443.644887481,227,0.075967560074,222.882219356
4,78.3251707061,51,3.47879867871,89.7832011687
8,142.190871512,223,3.77794388953,119.822379134
8,162.756829423,64,0.149227407289,49.6662127862
9,181.034553284,189,0.345502210256,62.0890626472
24,323.218484012,227,0.0330772780543,198.906534365
8,92.463396581,198,0.000160589536151,209.610896011
16,307.102709732,227,5.66849932264,34.8336956557
12,321.673683993,74,1.22977225753,34.4266460141
8,139.318049022,223,0.571314773025,222.785225353
2,26.9463339454,229,3.42066105173,179.460906877
13,169.790383326,166,0.069610355967,278.014870152
26,219.127605907,139,0.0874154067414,140.522798747
8,94.0286049612,216,0.137433873538,160.51811417
8,137.69191797,194,0.233983782536,98.6314025187
8,105.842482465,198,0.0625650129342,221.451359082
2,24.2327180148,221,1.98946712484,161.5785726
8,163.541262124,227,0.301431323609,83.0112836733
20,351.514203392,198,2.2716820798,126.654957618
8,269.338441374,225,0.55613036697,41.3901908058
16,238.638499141,55,0.361126956848,198.824169355
12,210.243069516,225,0.149189072272,128.642752249
2,38.0585561534,123,1.03009478807,104.196656913
2,45.7495309437,194,0.411681773663,36.6512553993
9,141.194135547,189,0.187890044754,112.133282617
8,139.499364328,223,0.739739798806,203.72399387
8,167.085159387,216,0.525942573598,85.171368929
12,151.37091581,60,0.136852848364,294.336569413
8,120.086352064,223,0.223764732823,178.286013965
24,491.051655308,165,0.249182400224,57.367516997
8,190.553507282,63,0.148593646146,53.2686916925
9,116.897793223,189,0.171686187982,185.484664009
20,395.126139307,72,8.615398941,135.276000264
28,377.210717382,220,0.0414583562068,111.890569166
8,109.358253567,223,0.316075397759,216.60926312
8,100.604706214,223,0.313222273961,210.630750741
12,161.789779037,194,0.169837051725,196.805772541
16,297.18848881,193,0.0975639265846,141.417453735
9,137.671700508,189,0.489190799969,148.10477217
16,256.59084719,216,2.43898726585,53.2907649003
2,32.1779150019,123,0.16743118563,252.402875488
3,53.280666995,191,1.14646338326,175.036969869
8,100.537028558,223,0.243290439468,275.796276668
6,82.2146095681,139,0.0609160461292,218.479917385
6,157.68614064,194,1.01960301792,53.3045613833
12,298.84517623,216,0.360780845023,70.5401352455
6,128.27097424,194,0.824509792458,54.7327091249
16,316.987688577,225,4.00809588748,38.1622104629
5,93.2882602978,221,0.0389959674855,102.075847823
4,82.147974389,194,0.778757013389,71.6530544333
16,281.76266181,225,1.96666342117,25.8496818196
26,428.096432889,204,0.00348685204472,95.8980309993
6,99.7196816445,194,0.215702827769,128.112688265
22,331.786321774,14,0.133781551695,106.101780397
4,52.4350667171,221,3.36864168257,180.231692804
16,285.615103431,63,0.92780939842,89.2288803746
16,240.508192337,225,1.23382705847,107.848217534
4,81.7134745743,194,0.216570175799,88.97041145
16,265.788316167,225,0.832690909912,163.469991587
5,80.9608991654,166,2.05035946027,39.0647101228
16,187.94963247,65,1.35749995178,167.185870642
2,29.0501911565,123,0.948825586084,139.094193866
10,139.658726951,139,0.0520510464567,203.353890766
12,210.359506521,225,0.185296868,112.446751938
16,235.498681405,55,0.601263066596,155.616560165
16,261.42291912,225,0.266967295821,130.558593382
12,179.777437432,62,0.271902183989,204.536912476
28,458.809283383,63,0.187593258857,112.588410572
28,445.096226413,63,0.487817983568,111.568969506
8,111.73932795,223,0.478846679009,196.949670722
2,30.3997023467,123,0.923148676285,167.798743184
28,455.170959468,63,0.202307547652,107.279078749
26,427.510088401,204,5.52022116533e-05,94.8011786237
20,520.849447925,136,0.12551676716,58.4590452447
12,125.498621061,194,0.00310745623876,198.740295613
12,179.899311728,194,0.258051843871,100.29706268
32,635.865612029,167,0.0502459434189,59.8923950624
12,209.125164968,194,0.158953679539,262.211629976
2,21.1425999354,166,284.045653466,117.548006301
40,563.650033034,220,0.582726346474,119.621758549
2,35.2434295324,123,1.15036644236,109.589715378
24,360.120246632,51,0.267013539573,206.485205555
6,75.6547545928,139,0.0757037282894,186.266925475
16,263.991198055,55,0.311173513471,194.000994199
28,337.038535205,15,0.837,125.402
48,600.213751712,64,0.0268188870627,180.659896226
12,257.139381262,74,0.489352579792,44.504586068
28,429.691904383,63,0.20642622331,103.798144478
16,236.037602794,55,0.528600892368,205.124626234
10,212.422317624,139,0.323813282746,56.9225059139
32,553.201444981,64,0.389715448633,124.622772218
19,307.337914358,166,0.0510213534298,80.3099245119
4,84.5957898836,194,0.797640729796,103.961412671
16,378.198360466,193,0.0516538157689,72.0124591561
4,95.9940416545,194,1.02729628817,71.9181419103
24,490.790474757,185,0.253299724969,57.1149084874
2,33.9113988163,221,0.0901766142915,137.713924288
8,133.716542664,223,0.15545670352,138.996263735
28,433.174921884,194,0.0591987157628,131.049077517
24,304.686654388,227,0.0592062938104,243.377469713
96,1441.89442016,227,0.00806846453021,141.418273556
20,632.710502818,136,0.238103673647,28.6657448871
18,357.156160686,190,0.251585993499,118.613056949
8,133.444508897,194,0.128736741662,115.217535805
6,100.039253206,129,0.134980090605,92.1522363163
20,181.432304106,186,0.017403764659,242.406511719
96,1785.03273716,227,0.0214685709042,69.2599116707
16,224.836840844,140,0.0911678693251,299.001824373
8,128.294413443,139,0.170798803751,126.895706526
30,520.509879861,136,0.0732089300217,160.525371605
12,208.067597268,62,1.80645001729,133.393521002
16,184.319073336,221,0.672590162567,184.151059096
24,461.29061418,185,0.402100790023,69.6375648566
6,56.9246387967,58,0.360108889211,220.948293651
4,60.4188058961,221,0.221167208817,225.230460942
8,263.508569253,225,1.92881052274,39.5483426876
2,27.5079621682,221,0.0470681337341,229.308498659
8,106.79630374,198,0.663556210617,204.46442753
2,21.1785990824,187,0.132332843403,385.194239656
3,104.873097965,152,4.30842796251,21.6898178438
8,76.1784199214,225,0.0377135314912,181.289899901
2,40.8234419695,221,0.103663055538,108.733103683
2,27.4631799109,221,0.798909206229,196.690528486
8,139.005599891,223,0.713034531552,223.350793003
16,236.021083185,227,3.01831574966,42.3567461302
4,57.5749053808,221,2.84828865136,223.438850525
30,309.061543326,167,0.147,204.632
12,151.926334385,194,0.221280901736,208.803785744
2,32.4419249823,123,0.976298788416,115.053434248
68,866.522635064,60,0.116,57.166
12,100.64090092,225,0.247,78.875
2,32.1791497882,123,1.42814173481,219.792292259
12,277.738886919,12,0.400044836728,96.9726516142
12,219.093966624,62,0.571613268038,124.01255504
16,173.019064771,221,0.6910395397,218.279600012
12,143.523698305,62,0.255123186256,160.553278423
116,1833.91871005,88,0.0286645678501,132.900984564
4,83.6715931936,194,1.34852841633,127.294145114
32,514.222310992,140,0.0409724530877,214.711211696
12,127.791740885,62,0.126172203732,225.309425168
6,131.902693337,115,0.58319711523,96.1704027125
8,184.562277625,129,0.476838169089,70.2540346234
12,281.947248054,225,0.0574925641276,93.2712908048
16,220.577879928,225,0.00268457145247,181.401012676
6,102.818580705,186,0.47612629913,102.809176053
4,62.012445989,225,2.15468462667,160.471433407
4,79.9128702275,194,1.62210962132,154.596482019
12,189.620176873,62,0.887686312659,111.198806684
12,239.424565489,140,0.349944044005,64.1608623102
2,37.6160583804,221,0.945720071271,31.4531173114
12,223.400028243,140,0.338951673281,101.174684885
16,189.53218203,225,3.56727697821,175.122469815
20,280.540549224,116,0.0266958151094,201.524963104
12,181.471855836,62,1.25843406565,162.909422201
6,61.0689719377,191,0.354647160503,131.233035978
12,166.677967558,62,0.402031297444,148.392938619
2,31.4802129727,221,0.00353608830779,152.863737477
24,280.024428476,227,0.00126638979225,159.212294395
8,237.589108203,216,0.674777033173,49.1591509022
24,216.44187842,227,0.0112743076761,136.685688198
12,152.160327528,60,0.183717315236,334.175445605
22,429.545175455,194,0.0970110712751,104.97867656
12,167.038490465,194,0.513241389639,166.488822541
8,122.509866844,129,0.482186032967,135.422553921
5,53.829248453,221,0.233101507699,197.683998894
12,177.966652333,62,0.253258822266,235.425456751
24,493.532911017,107,0.316039896835,135.199266407
4,128.282211901,225,1.03963287749,37.3290442738
12,194.148718479,62,0.222368816718,147.84860517
8,149.827152821,223,0.228769974279,173.943284265
6,102.952954358,191,0.121516977667,126.541875744
16,182.390817494,225,3.92476006797,213.110230469
8,152.446455309,62,0.539202183386,134.74994903
16,239.084281678,62,0.818730434936,160.832109798
12,131.584162999,60,0.184186934017,244.055398965
20,495.769394415,68,0.944311771896,59.2236768112
5,56.7511216803,221,0.380373070784,205.743923741
6,123.76641226,58,1.11093640413,86.8116296046
16,244.961385618,225,0.264729976643,163.786824524
3,37.5993926034,123,0.116415823994,182.642522731
2,63.9626402922,194,0.613883390691,40.3638595825
4,57.8796114642,129,0.873025345224,130.49045121
12,266.707114019,225,0.0516837008283,110.136818663
16,215.20084907,225,0.865695123199,169.096679513
16,308.244177141,193,0.519048621459,106.700042172
5,59.0446283889,221,0.145030480851,208.624241392
12,147.665859177,194,0.133725111034,259.411488335
8,112.138082587,194,0.193647673532,129.06151053
2,23.0747224225,221,1.07565739034,189.17969787
6,131.197048699,58,0.665382876067,115.598567921
20,175.874978903,62,0.376308907264,319.821081302
4,75.1669607938,129,7.265,32.392
4,67.1321007904,221,0.310139849865,200.766213162
12,281.61456157,194,0.561528769662,64.2668143506
20,334.865859446,62,0.291541522587,123.73162141
16,217.803432717,55,0.607561085153,198.723082869
12,161.121517428,194,0.0340211303082,158.263390616
4,66.8366624145,221,1.13808417283,143.417315085
10,181.450999085,127,0.421969809556,144.949580813
12,217.388419271,62,0.909582825023,130.336024797
8,100.52210728,225,0.0211223120403,236.170533969
16,248.038919484,193,0.0963804950562,138.960046366
6,120.122385049,129,2.03428475604,44.6117221886
16,354.205598894,193,0.620442445725,113.461782298
4,69.2280693115,221,0.000312987426588,84.292535983
10,181.271817432,139,0.262232565379,172.899965336
12,181.275497753,62,0.166245690959,244.521515794
6,110.817985611,129,0.922683857613,88.9653641529
24,393.775150841,61,1.931,22.551
4,62.4812244933,221,0.841735709166,275.747287891
20,498.194551766,68,0.713359302888,56.4343491777
24,510.177939555,140,0.21344926038,68.2194665761
2,44.3150080617,221,0.271312039935,57.5753079154
12,156.667961431,62,0.176040374891,180.788286623
12,179.767929444,62,0.165803053444,258.599353373
4,49.6225189558,186,0.132448322776,129.640616382
8,122.417921889,223,0.652797634757,162.641553442
12,198.262192325,62,0.22990960229,169.217728629
20,359.82471955,56,2.228,18.228
12,144.764544062,62,0.339002811498,209.417580946
2,35.3599207791,221,0.354351218612,185.339918309
12,240.879177175,216,0.270468302471,107.852802052
6,91.282959796,131,1.67175477494,142.522292467
16,226.154907403,225,0.513511847614,168.165816892
16,218.403300745,225,0.768577166598,175.006550134
8,239.835619887,225,1.30487875832,61.6664777588
58,1168.24699577,217,0.305112462183,49.6701642377
8,92.9290296883,194,0.144952680953,279.291033144
80,973.390341951,206,0.023,167.458
3,41.1435714511,191,1.83794385729,68.0679094294
8,188.655904612,216,0.538894095315,69.7813672078
8,237.026025865,216,0.588299810445,45.9820436638
4,59.324328831,221,0.7091505485,174.358565415
5,58.8410870828,221,1.01601372432,139.990017525
12,169.400670553,62,0.306599246483,162.367219154
4,88.9078433066,194,2.03910246757,89.268042722
24,515.296308568,140,0.330359541586,69.0271831096
16,176.459783693,225,1.55024561497,211.877557421
12,260.373717227,216,1.73736635033,80.0316048656
40,863.363262572,229,0.00717085609291,102.307231249
8,111.596309633,223,0.201284508571,217.710031446
2,30.4489954828,221,0.11929087711,120.996415226
5,73.4827374423,221,0.00295687675645,196.645227701
6,123.893353568,129,0.4208860443,89.4537355941
12,102.847654941,194,0.0158902177082,158.357589076
12,200.027883574,62,0.479969117032,188.50822905
13,232.117015659,191,0.215397162186,110.129827443
12,267.026543753,62,0.380856613357,108.406715043
8,81.5310122602,225,0.429815902357,172.361786717
12,195.547846987,124,0.0416897450295,191.258037929
18,313.938158843,190,0.287643468085,139.833027152
4,55.4394999746,221,1.64864576123,118.85855078
12,183.535625865,62,0.188232986739,154.856933591
6,142.341965426,58,1.99073609242,62.1228736361
26,321.830780585,139,0.0975136331376,150.708265399
12,166.495328867,62,0.445197018139,153.520846026
4,54.338180534,221,1.05498471372,141.752114532
2,28.1758382106,123,0.685535060945,201.193606027
24,407.476371535,227,0.335820510608,220.014252732
12,176.768955496,62,0.620805181845,139.4328181
12,184.554159053,62,0.52476162472,194.892000025
12,386.382479114,62,1.26888592223,28.9370963798
28,257.62659672,15,1.86071152257,219.998342508
12,230.036606492,140,0.255045081235,79.9002778087
6,64.6906591133,164,0.29306901732,236.367456554
5,52.8644200964,221,0.966237761199,230.120278959
8,185.032883463,225,0.166668927183,22.5904901421
8,345.618212214,225,1.41677824836,13.7924872566
8,108.383449241,14,0.947885594807,183.609372272
8,370.688844159,225,1.2900718214,9.51049958343
8,420.672287304,225,1.44310028105,9.65522712423
8,222.209854228,225,0.181320330437,27.0660839047
8,234.807459861,225,0.0208140970142,31.7078080889
8,124.856266849,194,2.83679616278,150.951154155
4,43.6385414461,225,0.843217873915,198.072254574
24,324.778910327,33,0.425,90.48
2,20.9813087137,187,0.150300855338,349.847926409
12,157.573303548,205,0.027,106.156
2,73.5672556319,166,2.46493501592,29.5052566054
3,42.93497918,164,2.79781017097,219.275854929
8,261.420344609,225,0.801540164012,15.8258283228
2,19.6075955693,221,2.69293007079,142.229599608
8,200.386841898,225,0.463532582711,39.5633255109
8,306.066710523,225,0.70606475131,21.6369265461
20,341.077298047,14,0.89,53.677
8,278.493489593,225,0.233327300368,15.7551633661
68,1036.21910024,63,0.414805325909,78.9472952649
8,301.117640567,225,1.08992565226,14.6234035603
24,324.450173363,227,0.027427060347,156.488963921
8,128.447831607,223,0.114033198076,166.493782273
12,153.589374182,189,0.22,49.321
12,316.917910948,225,0.0732252427832,40.7644534003
16,385.005919045,63,1.2938625245,55.8112846819
12,174.772778215,225,0.421,45.944
8,140.757098502,223,0.173713879391,118.553010992
16,325.219281759,193,0.134533425274,110.976699571
